org,aug
"Request RentalCars, specifying Indira Gandhi International Airport as your preferred pickup location.","[IN:GET_RENTAL_CARS Request RentalCars, specifying [SL:PICKUP_LOCATION Indira Gandhi International Airport] as your preferred pickup location. ]"
Request Travel to New York as your preferred location.,[IN:GET_TRAVEL Request Travel to [SL:LOCATION New York] as your preferred location.]
Search for the stylist name 1512 Barber Shop if you want unisex preferance.,[IN:GET_SALONS Search for the [SL:STYLIST_NAME stylist name] [SL:SALON_NAME 1512 Barber Shop] if you want [SL:IS_UNISEX unisex preference].]
"If you're looking for a non-fiction show, check to see if it's a 3D type.","[IN:GET_MEDIA If you're looking for a [SL:GENRE non-fiction ] show, check to see if it's a [SL:SUBTITLES 3D ] type.]"
"When it comes to Events, Phoenix, Az is the city I want.","[IN:GET_EVENTS When it comes to Events, [SL:CITY Phoenix, Az] is the city I want. ]"
"If you are going to New York City, look for a rating of 4.6.","If you are going to [SL:CITY New York City], look for a [SL:AVERAGE_RATING rating of 4.6]."
Specify Fairfield Inn Buckhead as your preferred hotel when requesting accommodations.,[IN:GET_HOTELS Specify [SL:HOTEL_NAME Fairfield Inn Buckhead] as your preferred hotel when requesting accommodations.]
"When requesting Events, I prefer them to be located in the city of Stanford.","[IN:GET_EVENTS When requesting Events, I prefer them to be located in the city of [SL:CITY Stanford]. ]"
"Request Events with event type Sports, category baseball, and event name Giants vs Brewers.","[IN:GET_EVENTS Request Events with [SL:EVENT_TYPE event type] [SL:EVENT_NAME Sports], [SL:CATEGORY category] [SL:EVENT_NAME baseball], and [SL:EVENT_NAME event name] [SL:EVENT_NAME Giants vs Brewers]. ]"
I would like to request the restaurant name Mango on Main (A.k.a mini mango thai bistro) which serves alcohol.,[IN:GET_RESTAURANTS I would like to request the restaurant name [SL:RESTAURANT_NAME Mango on Main (A.k.a mini mango thai bistro)] which [SL:SERVES_ALCOHOL serves alcohol]. ]
Look for American Airlines when searching for flights to Washington.,[IN:GET_FLIGHTS Look for [SL:AIRLINES American Airlines] when searching for flights to [SL:DESTINATION Washington].]
"If I'm looking for a place to stay, my go-to is 45 Park Lane.","[IN:GET_HOTELS If I'm looking for a place to stay, my go-to is [SL:HOTEL_NAME 45 Park Lane]. ]"
"When searching for a show, if the genre is biographical, then check for the show type as 3d.","[IN:GET_MOVIES When searching for a show, if the [SL:GENRE genre] is biographical, then check for the [SL:SHOW_TYPE show type] as 3d.]"
Request Hotels that accept pets.,[IN:GET_HOTELS Request Hotels that [SL:PETS_WELCOME accept pets].]
Request Afghan cuisine restaurants.,[IN:GET_RESTAURANTS Request [SL:CUISINE Afghan] cuisine restaurants. ]
My preferred event name when I request Events is Mets Vs Padres.,[IN:GET_EVENTS My preferred [SL:EVENT_NAME event name] when I request Events is Mets Vs Padres.]
I'm looking for a salon in San Francisco.,[IN:GET_SALONS I'm looking for a salon in [SL:CITY San Francisco].]
"If I ask for Hotels, my preferred star rating is 1 or 3","[IN:GET_HOTELS If I ask for Hotels, my preferred star rating is 1 or 3]"
My go-to spot for Movies is San Jose when I'm looking for one.,[IN:GET_MOVIES My go-to spot for Movies is [SL:LOCATION San Jose] when I'm looking for one. ]
Search for Rock as the category if the event type is Music.,[IN:GET_EVENTS Search for [SL:CATEGORY Rock ] as the category if the [SL:EVENT_TYPE event type ] is Music. ]
Search for American Airlines if your destination is LAX.,[IN:GET_FLIGHTS Search for [SL:AIRLINES American Airlines] if your [SL:DESTINATION destination is LAX].]
"If I'm looking for a doctor, I'd rather have a General Practitioner.","[IN:GET_DOCTORS If I'm looking for a doctor, I'd rather have a [SL:TYPE General Practitioner]. ]"
Request Restaurants that serve To-go cuisine.,[IN:GET_RESTAURANTS Request Restaurants that serve [SL:CUISINE To-go] cuisine. ]
Search for Sabrina Carpenter if the genre is pop.,[IN:GET_MUSIC Search for [SL:ARTIST Sabrina Carpenter] if the [SL:GENRE genre is pop].]
Specify that you want to watch a movie at the New Parkway Theater.,[IN:GET_MOVIES Specify that you want to watch a movie at the [SL:THEATER_NAME New Parkway Theater].]
Request Restaurants in Sunnyvale as your preferred city.,[IN:GET_RESTAURANTS Request Restaurants in [SL:CITY Sunnyvale] as your preferred city.]
"If you're in the mood for burgers, then you might like a place that has live music.","[IN:GET_RESTAURANTS If you're in the mood for burgers, then you might like a place that [SL:HAS_LIVE_MUSIC has live music]. ]"
"If I'm looking for a dentist, my go-to is Cabanas Carol L.","[IN:GET_DENTISTS If I'm looking for a dentist, my go-to is [SL:DENTIST_NAME Cabanas Carol L].]"
"When searching for homes in Newark, look for those with four bedrooms and three bathrooms.","[IN:GET_HOMES When searching for homes in [SL:ADDRESS Newark], look for those with [SL:NUMBER_OF_BEDS four bedrooms] and [SL:NUMBER_OF_BATHS three bathrooms]. ]"
Search for the event name Ben Harper if the category is Blues.,[IN:GET_EVENTS Search for the [SL:EVENT_NAME event name Ben Harper] if the [SL:CATEGORY category] is Blues. ]
I am requesting information about the event named 'Giants vs Diamondbacks' which is a sports event in the baseball category.,[IN:GET_EVENTS I am requesting information about the event named [SL:EVENT_NAME 'Giants vs Diamondbacks'] which is a [SL:EVENT_TYPE sports event] in the [SL:CATEGORY baseball] category. ]
"When requesting Events, my chosen city is NY.","[IN:GET_EVENTS When requesting Events, my chosen city is [SL:CITY NY]. ]"
I request RentalCars with my preferred pickup location being Pacific Central station.,[IN:GET_RENTALCARS I request RentalCars with my preferred [SL:PICKUP_LOCATION pickup location being Pacific Central station].]
"If I'm looking for a movie, I like to go to the Century theater at Tanforan.","[IN:GET_MOVIES If I'm looking for a movie, I like to go to the [SL:THEATER_NAME Century theater at Tanforan]. ]"
"I'm requesting Events that are classified as Music, with a Country category, the event name being Okkervil River.","[IN:GET_EVENTS I'm requesting Events that are classified as [SL:CATEGORY Music], with a [SL:CATEGORY Country] category, the [SL:EVENT_NAME event name] being [SL:EVENT_NAME Okkervil River]. ]"
My preferred event name when I ask for Events is Giants Vs Nationals.,[IN:GET_EVENTS My preferred [SL:EVENT_NAME event name] when I ask for Events is Giants Vs Nationals. ]
I prefer New York City as the destination when I request a HouseStay.,[IN:GET_HOUSESTAYS I prefer [SL:WHERE_TO New York City] as the destination when I request a HouseStay.]
"If I'm looking for a doctor, I'd like a Dermatologist.","[IN:GET_DOCTORS If I'm looking for a doctor, I'd like a [SL:TYPE Dermatologist].]"
"If I ask for Hotels, my preferred hotel name is La Quinta Inn Seattle or Trademark Hotel","[IN:GET_HOTELS If I ask for Hotels, my preferred [SL:HOTEL_NAME hotel name is La Quinta Inn Seattle or Trademark Hotel]]"
"If you're looking for an Izakaya, Matsu Sushi Japanese Restaurant is a great option.","[IN:GET_RESTAURANTS If you're looking for an [SL:RESTAURANT_NAME Izakaya], [SL:RESTAURANT_NAME Matsu Sushi Japanese Restaurant] is a great option. ]"
Look for Bryan Adams as the event name if the event type is Music.,[IN:GET_EVENTS Look for [SL:EVENT_NAME Bryan Adams ] as the event name if the [SL:EVENT_TYPE event type is Music] .]
"If I ask for Doctor, my preferred doctor name is Blossom Ridge Medical Group: Zimmer J Kirk MD or Abazari Mina MD","[IN:GET_DOCTORS If I ask for Doctor, my preferred doctor name is [SL:DOCTOR_NAME Blossom Ridge Medical Group: Zimmer J Kirk MD or Abazari Mina MD] ]"
"When I'm looking for a restaurant, I like to go to Kirin Restaurant.","[IN:GET_RESTAURANTS When I'm looking for a restaurant, I like to go to [SL:RESTAURANT_NAME Kirin Restaurant].]"
"If I'm looking for a dentist, I want to go to Albert Lee.","[IN:GET_DENTISTS If I'm looking for a dentist, I want to go to [SL:DENTIST_NAME Albert Lee].]"
"If I'm looking for a Travel activity, I'd like to go to a Museum.","[IN:GET_TRAVEL If I'm looking for a Travel activity, I'd like to go to a [SL:ATTRACTION_NAME Museum].]"
Search for Japanese food with a moderate price range.,[IN:GET_RESTAURANTS Search for [SL:CUISINE Japanese] food with a [SL:PRICE_RANGE moderate] price range.]
"If I ask for Dentist, my preferred dentist name is A J Dental Lab or Dr. Christopher J. Bennett","[IN:GET_DENTISTS If I ask for Dentist, my preferred dentist name is [SL:DENTIST_NAME A J Dental Lab] or [SL:DENTIST_NAME Dr. Christopher J. Bennett] ]"
"When I am looking for Restaurants, my go-to type of cuisine is Pasta.","[IN:GET_RESTAURANTS When I am looking for Restaurants, my go-to type of cuisine is [SL:CUISINE Pasta]. ]"
"If you need to see a Gynecologist, check out Dr. Ali A. Zaki, MD.","[IN:GET_DOCTORS If you need to see a [SL:TYPE Gynecologist], check out [SL:DOCTOR_NAME Dr. Ali A. Zaki, MD].]"
"If I ask for Restaurants, my preferred cuisine is breakfast or Middle eastern","[IN:GET_RESTAURANTS If I ask for Restaurants, my preferred cuisine is [SL:CUISINE breakfast] or [SL:CUISINE Middle eastern].]"
I prefer to travel to NYC when given the opportunity.,[IN:GET_TRAVEL I prefer to travel to [SL:LOCATION NYC] when given the opportunity.]
"If you're looking for a sports event, check to see if it's baseball.","[IN:GET_EVENTS If you're looking for a [SL:CATEGORY sports] event, check to see if it's [SL:EVENT_TYPE baseball]. ]"
I prefer to use Delta Airlines when I am booking flights.,[IN:GET_FLIGHTS I prefer to use [SL:AIRLINES Delta Airlines] when I am booking flights.]
"If I ask for Doctor, my preferred doctor name is Dermatology: UCSF Benioff Children's Hospital Oakland","[IN:GET_DOCTORS If I ask for Doctor, my preferred doctor name is [SL:DOCTOR_NAME Dermatology: UCSF Benioff Children's Hospital Oakland] ]"
Request Shogun Japanese Restaurant when looking for a restaurant.,[IN:GET_RESTAURANTS Request [SL:RESTAURANT_NAME Shogun Japanese Restaurant] when looking for a restaurant.]
"When searching for a place to stay in San Jose, check for the number of beds available - it should be one.","[IN:GET_HOMES When searching for a place to stay in [SL:ADDRESS San Jose], check for the [SL:NUMBER_OF_BEDS number of beds] available - it should be one.]"
My preferred event name when I inquire about Events is Eagles Vs Cowboys.,[IN:GET_EVENTS My preferred [SL:EVENT_NAME event name when I inquire about Events is Eagles Vs Cowboys]. ]
"When searching for Middle eastern cuisine, be sure to find a restaurant with an inexpensive price range.","[IN:GET_RESTAURANTS When searching for [SL:CUISINE Middle eastern] cuisine, be sure to find a restaurant with an [SL:PRICE_RANGE inexpensive] price range.]"
"If I ask for Salon, my preferred stylist name is Exclusive Spa or Atelier Salon Willow Glen","[IN:GET_SALONS If I ask for Salon, my preferred stylist name is [SL:SALON_NAME Exclusive Spa] or [SL:SALON_NAME Atelier Salon Willow Glen]. ]"
Request Restaurants with Steakhouse cuisine.,[IN:GET_RESTAURANTS Request Restaurants with [SL:CUISINE Steakhouse] cuisine.]
I am looking for a restaurant called Hinata Sushi Buffet that serves Chinese cuisine at a moderate price.,[IN:GET_RESTAURANTS I am looking for a restaurant called [SL:RESTAURANT_NAME Hinata Sushi Buffet] that serves [SL:CUISINE Chinese] cuisine at a [SL:PRICE_RANGE moderate price]. ]
Look for event name Anberlin when the event type is Music.,[IN:GET_EVENTS Look for [SL:EVENT_NAME event name Anberlin] when the [SL:EVENT_TYPE event type is Music].]
"If I ask for Movies, my preferred theater name is CineLux Almaden or Embarcadero Center Cinema","[IN:GET_MOVIES If I ask for Movies, my preferred [SL:THEATER_NAME theater name] is CineLux Almaden or Embarcadero Center Cinema]"
I would like to request Homes in Brentwood as my preferred area.,[IN:GET_HOMES I would like to request Homes in [SL:ADDRESS Brentwood] as my preferred area. ]
"My preferred location for travel is Paris, France.","[IN:GET_TRAVEL My preferred location for travel is [SL:LOCATION Paris, France].]"
"If I'm looking for Salon, I want it to be in Los Gatos.","[IN:GET_SALONS If I'm looking for Salon, I want it to be in [SL:CITY Los Gatos].]"
"For Restaurants, my city of choice is Campbell.","[IN:GET_RESTAURANTS For Restaurants, my [SL:CITY city] of choice is Campbell.]"
"If the event is a music show, search for Bryan Adams as the performer.","[IN:GET_EVENTS If the event is a [SL:EVENT_TYPE music show], search for [SL:EVENT_NAME Bryan Adams] as the performer.]"
"If I'm looking for a place to eat, my go-to city is Moraga.","[IN:GET_RESTAURANTS If I'm looking for a place to eat, my go-to [SL:CITY city is Moraga]. ]"
"When I request Movies, my preferred place is Campbell.","[IN:GET_MOVIES When I request Movies, my preferred [SL:LOCATION place] is [SL:CITY Campbell].]"
"When I inquire about Restaurants, my go-to cuisine is Sichuan.","[IN:GET_RESTAURANTS When I inquire about Restaurants, my go-to cuisine is [SL:CUISINE Sichuan]. ]"
"If I ask for Hotels, my preferred hotel name is Hotel Novotel London Paddington or Hampton Inn & Suites Seattle-Downtown","[IN:GET_HOTELS If I ask for Hotels, my preferred hotel name is [SL:HOTEL_NAME Hotel Novotel London Paddington] or [SL:HOTEL_NAME Hampton Inn & Suites Seattle-Downtown] ]"
Go to Daly City when seeking Movies.,[IN:GET_MOVIES Go to [SL:LOCATION Daly City ] when seeking Movies. ]
"If the category doesn't matter, then search for the event name ""Mets Vs Diamondbacks"".","[IN:GET_EVENTS If the [SL:CATEGORY category] doesn't matter, then search for the [SL:EVENT_NAME event name ""Mets Vs Diamondbacks""]. ]"
"If I ask for Flights, my preferred origin city is LAX","[IN:GET_FLIGHTS If I ask for Flights, my preferred [SL:ORIGIN origin city is LAX] ]"
"If you're picking up your car at Charles de Gaulle International Airport, make sure you check for a Compact car.","[IN:GET_RENTALCARS If you're picking up your car at [SL:PICKUP_LOCATION Charles de Gaulle International Airport], make sure you check for a [SL:CAR_TYPE Compact] car. ]"
I prefer breakfast when I am looking for a restaurant.,[IN:GET_RESTAURANTS I prefer [SL:CUISINE breakfast] when I am looking for a restaurant.]
"If you're looking for a burger, check out Elmira Rosticceria.","[IN:GET_RESTAURANTS If you're looking for a [SL:CUISINE burger], check out [SL:RESTAURANT_NAME Elmira Rosticceria]. ]"
"If the event is a sports game, check to see if it's the Falcons versus the Rams.","[IN:GET_EVENTS If the event is a [SL:CATEGORY sports game], check to see if it's the [SL:EVENT_NAME Falcons versus the Rams].]"
"If you're picking up at JFK International Airport, you'll want to go with a Standard car.","[IN:GET_RENTALCARS If you're picking up at [SL:PICKUP_LOCATION JFK International Airport], you'll want to go with a [SL:CAR_TYPE Standard] car. ]"
"If I ask for Restaurants, my preferred price range is expensive or moderate","[IN:GET_RESTAURANTS If I ask for Restaurants, my preferred [SL:PRICE_RANGE expensive or moderate]. ]"
